flow,pressure
8.696913999999999589e+00
1.040657000000000032e+01
1.055295600000000000e+01
1.108579300000000067e+01
1.043440149999999988e+01
8.746406999999999599e+00
8.938570999999999600e+00
7.430788500000000241e+00
8.057093999999999312e+00
6.953227000000000046e+00
7.112845400000000318e+00
6.591148399999999796e+00
6.157659500000000286e+00
5.992561000000000249e+00
5.674859500000000168e+00
5.585502599999999873e+00
5.608571500000000043e+00
5.672124000000000166e+00
5.677259000000000277e+00
5.624226600000000076e+00
5.378074999999999939e+00
5.394009999999999749e+00
4.338952500000000434e+00
4.412935700000000239e+00
4.903026599999999569e+00
5.211134000000000377e+00
5.896303699999999814e+00
5.952530399999999666e+00
6.534943600000000075e+00
6.870843400000000045e+00
7.433815499999999687e+00
8.471844000000000818e+00
9.038145000000000095e+00
1.018809000000000076e+01
1.159165100000000059e+01
1.311623799999999918e+01
1.384484100000000062e+01
1.478630199999999917e+01
1.629226299999999839e+01
1.722748400000000046e+01
1.889885999999999910e+01
1.955239299999999858e+01
2.019259800000000027e+01
1.974829300000000032e+01
2.089146200000000064e+01
2.242466999999999899e+01
2.310566499999999834e+01
2.261311500000000052e+01
2.275246399999999980e+01
2.331774899999999917e+01
2.367105300000000057e+01
2.333827799999999897e+01
2.369468300000000127e+01
2.264716100000000054e+01
2.184615000000000151e+01
2.133300200000000046e+01
2.033024599999999893e+01
1.960104600000000019e+01
1.900131800000000126e+01
1.849115199999999959e+01
1.878015999999999863e+01
1.813313700000000139e+01
1.711039200000000093e+01
1.715180600000000055e+01
1.701185999999999865e+01
1.843426699999999840e+01
1.824729699999999966e+01
1.819352699999999956e+01
1.790357399999999899e+01
1.762574199999999891e+01
1.856800799999999896e+01
1.913346100000000050e+01
1.963041899999999984e+01
1.881358699999999828e+01
1.854986800000000002e+01
1.796004900000000148e+01
1.674469600000000113e+01
1.713203199999999882e+01
1.648131000000000057e+01
1.683184200000000175e+01
1.605449000000000126e+01
1.499941349999999929e+01
1.465821900000000078e+01
1.467768200000000078e+01
1.498782899999999962e+01
1.452961900000000028e+01
1.460135200000000033e+01
1.402038699999999949e+01
1.371128900000000073e+01
1.350345300000000037e+01
1.275522300000000087e+01
1.239168300000000045e+01
1.198477300000000056e+01
1.046097100000000069e+01
8.341701499999999214e+00
8.285636999999999475e+00
8.134149000000000740e+00
8.949688999999999339e+00
8.006049000000000859e+00
7.510072700000000268e+00
7.801709699999999970e+00
7.179974600000000429e+00
6.123173000000000421e+00
5.997285399999999989e+00
6.047803400000000273e+00
5.226665500000000186e+00
5.389791999999999916e+00
5.400624999999999787e+00
5.735294999999999810e+00
5.216273300000000113e+00
5.205817999999999834e+00
5.427825000000000344e+00
5.048897700000000377e+00
5.130141000000000062e+00
4.964553000000000438e+00
5.010628999999999778e+00
5.019868999999999915e+00
5.607086699999999979e+00
5.014233599999999846e+00
5.702694400000000385e+00
5.737609400000000193e+00
5.970249700000000104e+00
6.737480599999999598e+00
6.540710999999999942e+00
8.233582500000000692e+00
9.007514000000000465e+00
8.695852000000000359e+00
1.030467299999999931e+01
1.164858199999999933e+01
1.263398699999999941e+01
1.522968200000000039e+01
1.646786099999999919e+01
1.910068100000000157e+01
2.025316000000000116e+01
2.147380000000000067e+01
2.153458399999999884e+01
2.183972699999999989e+01
2.276115799999999822e+01
2.284012999999999849e+01
2.359524499999999847e+01
2.416255400000000009e+01
2.437407999999999930e+01
2.421384799999999871e+01
2.324905000000000044e+01
2.232734299999999905e+01
2.275930599999999870e+01
2.211503199999999936e+01
2.197890999999999906e+01
2.126195099999999982e+01
2.042074200000000062e+01
2.099123200000000011e+01
2.050115999999999872e+01
