flow,pressure
1.089866700000000321e+01
1.243999999999999773e+01
1.241966700000000401e+01
1.260399999999999920e+01
1.319633299999999565e+01
1.160766800000000387e+01
1.085366700000000151e+01
1.060733300000001122e+01
1.103433400000000120e+01
1.009099999999999397e+01
1.052666599999999164e+01
1.018966700000000003e+01
9.900999999999996248e+00
9.772333000000003267e+00
1.034033300000000111e+01
9.906333000000003608e+00
9.715666999999996278e+00
1.031533399999999290e+01
1.029933299999999008e+01
9.768667000000007761e+00
9.772333000000003267e+00
9.594333000000005995e+00
9.729331999999999425e+00
9.510333000000002812e+00
9.288668000000001257e+00
9.329999000000000819e+00
9.428667000000004350e+00
9.701999999999998181e+00
9.356667000000001622e+00
9.372333999999995058e+00
1.017166699999999935e+01
9.961667000000005601e+00
1.053933299999999917e+01
1.069433300000000031e+01
1.222599999999999909e+01
1.328200000000001069e+01
1.388700000000000045e+01
1.367233199999999727e+01
1.561599999999999966e+01
1.643366699999999980e+01
1.678600000000000136e+01
1.791366700000000378e+01
1.911800000000000921e+01
1.840333299999998928e+01
1.897333299999999667e+01
2.118833399999999756e+01
2.106900050000000135e+01
2.013766699999999332e+01
1.968133500000000424e+01
2.188700000000000045e+01
2.288400000000001455e+01
2.170433300000000543e+01
2.185500000000000398e+01
2.066233400000000131e+01
2.034399899999999661e+01
2.013933400000000518e+01
1.877899999999999636e+01
1.771666700000000105e+01
1.758066700000000537e+01
1.684566700000000594e+01
1.783333399999999358e+01
1.668766699999999048e+01
1.560733299999999701e+01
1.558533299999999144e+01
1.510633300000000645e+01
1.696200000000000330e+01
1.641533400000000142e+01
1.649299999999999500e+01
1.656533399999999290e+01
1.555633500000000424e+01
1.757633299999999110e+01
1.808700000000000330e+01
1.855633299999999508e+01
1.657599999999999341e+01
1.681133300000000474e+01
1.592266600000000665e+01
1.562366699999999753e+01
1.589099999999999113e+01
1.542766699999999958e+01
1.614333299999999838e+01
1.531133300000000474e+01
1.375199999999999534e+01
1.381966600000001222e+01
1.449866699999999753e+01
1.419933399999999324e+01
1.360633300000000645e+01
1.417866700000000435e+01
1.405933299999999520e+01
1.377366700000000321e+01
1.337633300000000247e+01
1.309733300000000611e+01
1.224633300000000702e+01
1.224333400000000438e+01
1.176266600000001006e+01
1.114533300000000793e+01
1.061600000000001387e+01
1.044400000000000261e+01
1.164900000000000091e+01
1.121766599999999414e+01
1.086166599999999960e+01
1.054766600000000665e+01
1.044000000000001194e+01
9.851333000000010998e+00
9.864666999999997188e+00
1.001666699999999821e+01
9.597333000000006109e+00
1.011133399999999938e+01
9.455000000000012506e+00
1.001733300000000781e+01
9.966333000000005882e+00
9.848667000000006055e+00
1.015233399999999619e+01
9.726667000000006169e+00
9.615334000000004266e+00
9.779334000000005744e+00
9.498000000000004661e+00
9.430999999999997385e+00
1.022566699999998718e+01
9.659331999999992036e+00
9.536665999999996757e+00
9.679000000000002046e+00
9.594000000000008299e+00
9.954667000000000598e+00
9.525666000000001077e+00
1.012033300000000224e+01
1.043400000000001171e+01
1.076866699999999355e+01
